agent_id,task_type,capability_match,agent_current_load,agent_success_rate,task_complexity,duration_ms
agent_2,data_analysis,0,2,0.9861,1.2,11306
agent_2,data_analysis,0,2,0.9538,1.2,10682
agent_2,data_analysis,0,0,0.9,1.2,9185
agent_3,image_analysis,1,3,0.9255,1.8,5158
agent_1,image_analysis,0,1,0.9328,1.8,11554
agent_1,image_analysis,0,1,0.9316,1.8,12442
agent_1,code_generation,0,3,0.9421,1.5,13418
agent_3,code_generation,0,2,0.957,1.5,11543
agent_3,code_generation,0,0,0.9542,1.5,8069
agent_1,image_analysis,0,1,0.9039,1.8,13456
agent_2,image_analysis,0,0,0.9144,1.8,12954
agent_1,data_analysis,1,1,0.9818,1.2,3009
agent_1,data_analysis,1,0,0.9014,1.2,2447
agent_3,data_analysis,1,2,0.9648,1.2,2825
agent_2,text_processing,1,2,0.9217,1.0,2820
agent_1,code_generation,0,3,0.919,1.5,11903
agent_2,data_analysis,0,0,0.9095,1.2,7781
agent_2,image_analysis,0,3,0.9607,1.8,20097
agent_2,code_generation,1,1,0.9542,1.5,4459
agent_2,data_analysis,0,3,0.9477,1.2,12265
agent_2,image_analysis,0,3,0.9286,1.8,19737
agent_2,image_analysis,0,3,0.9393,1.8,18510
agent_3,image_analysis,1,3,0.9644,1.8,4932
agent_1,code_generation,0,3,0.9432,1.5,13048
agent_3,code_generation,0,2,0.9177,1.5,10576
agent_1,text_processing,1,2,0.972,1.0,2586
agent_2,image_analysis,0,1,0.986,1.8,15169
agent_2,code_generation,1,0,0.9489,1.5,3608
agent_3,image_analysis,1,1,0.9592,1.8,3552
agent_3,image_analysis,1,2,0.9765,1.8,4239
agent_1,code_generation,0,2,0.9474,1.5,11050
agent_1,code_generation,0,3,0.9457,1.5,14096
agent_1,code_generation,0,0,0.9588,1.5,8858
agent_1,data_analysis,1,3,0.9355,1.2,3221
agent_1,data_analysis,1,3,0.9063,1.2,3343
agent_3,data_analysis,1,0,0.9486,1.2,2320
agent_2,data_analysis,0,2,0.9557,1.2,12194
agent_2,data_analysis,0,1,0.9296,1.2,9551
agent_2,image_analysis,0,3,0.92,1.8,20144
agent_3,text_processing,0,2,0.9395,1.0,7630
agent_1,code_generation,0,2,0.9625,1.5,11757
agent_3,image_analysis,1,3,0.9177,1.8,4622
agent_1,code_generation,0,2,0.9587,1.5,11076
agent_1,data_analysis,1,1,0.9433,1.2,2635
agent_3,text_processing,0,2,0.9258,1.0,7359
agent_1,code_generation,0,2,0.9855,1.5,11711
agent_3,text_processing,0,2,0.9229,1.0,7070
agent_1,data_analysis,1,3,0.915,1.2,3422
agent_3,image_analysis,1,2,0.9399,1.8,4560
agent_2,image_analysis,0,2,0.9411,1.8,17686
agent_2,code_generation,1,1,0.951,1.5,4353
agent_3,data_analysis,1,1,0.9523,1.2,2542
agent_1,code_generation,0,1,0.9884,1.5,10476
agent_1,code_generation,0,2,0.9748,1.5,12376
agent_2,code_generation,1,2,0.9599,1.5,5093
agent_2,code_generation,1,1,0.9659,1.5,3961
agent_2,text_processing,1,0,0.92,1.0,2486
